Facility,Drug,Month,Consumption,End_Stock,Stock_Out
Buea Regional Hospital,ACTs,2024-09-30,192,659,0
Buea Regional Hospital,ACTs,2024-10-31,129,468,0
Buea Regional Hospital,ACTs,2024-11-30,157,339,0
Buea Regional Hospital,ACTs,2024-12-31,117,1132,0
Buea Regional Hospital,Paracetamol,2023-01-31,642,2528,0
Buea Regional Hospital,Paracetamol,2023-02-28,547,1885,0
Buea Regional Hospital,Paracetamol,2023-03-31,552,729,0
Buea Regional Hospital,Paracetamol,2023-04-30,645,177,0
Buea Regional Hospital,Paracetamol,2023-05-31,596,306,0
Buea Regional Hospital,Paracetamol,2023-06-30,545,0,1
Buea Regional Hospital,Paracetamol,2023-07-31,661,88,0
Buea Regional Hospital,Paracetamol,2023-08-31,523,0,1
Buea Regional Hospital,Paracetamol,2023-09-30,520,747,0
Buea Regional Hospital,Paracetamol,2023-10-31,352,1242,0
Buea Regional Hospital,Paracetamol,2023-11-30,534,890,0
Buea Regional Hospital,Paracetamol,2023-12-31,683,356,0
Buea Regional Hospital,Paracetamol,2024-01-31,412,0,1
Buea Regional Hospital,Paracetamol,2024-02-29,502,0,1
Buea Regional Hospital,Paracetamol,2024-03-31,613,0,1
Buea Regional Hospital,Paracetamol,2024-04-30,399,0,1
Buea Regional Hospital,Paracetamol,2024-05-31,537,155,0
Buea Regional Hospital,Paracetamol,2024-06-30,670,0,1
Buea Regional Hospital,Paracetamol,2024-07-31,742,0,1
Buea Regional Hospital,Paracetamol,2024-08-31,601,0,1
Buea Regional Hospital,Paracetamol,2024-09-30,504,0,1
Buea Regional Hospital,Paracetamol,2024-10-31,501,0,1
Buea Regional Hospital,Paracetamol,2024-11-30,590,552,0
Buea Regional Hospital,Paracetamol,2024-12-31,601,0,1
Buea Regional Hospital,ORS,2023-01-31,361,2378,0
Buea Regional Hospital,ORS,2023-02-28,345,2017,0
Buea Regional Hospital,ORS,2023-03-31,360,1196,0
Buea Regional Hospital,ORS,2023-04-30,494,836,0
Buea Regional Hospital,ORS,2023-05-31,477,342,0
Buea Regional Hospital,ORS,2023-06-30,247,0,1
Buea Regional Hospital,ORS,2023-07-31,432,0,1
Buea Regional Hospital,ORS,2023-08-31,333,0,1
Buea Regional Hospital,ORS,2023-09-30,342,0,1
Buea Regional Hospital,ORS,2023-10-31,167,0,1
Buea Regional Hospital,ORS,2023-11-30,289,0,1
Buea Regional Hospital,ORS,2023-12-31,237,843,0
Buea Regional Hospital,ORS,2024-01-31,369,606,0
Buea Regional Hospital,ORS,2024-02-29,388,237,0
Buea Regional Hospital,ORS,2024-03-31,136,0,1
Buea Regional Hospital,ORS,2024-04-30,301,0,1
Buea Regional Hospital,ORS,2024-05-31,392,776,0
Buea Regional Hospital,ORS,2024-06-30,287,384,0
Buea Regional Hospital,ORS,2024-07-31,361,571,0
Buea Regional Hospital,ORS,2024-08-31,330,210,0
Buea Regional Hospital,ORS,2024-09-30,330,977,0
Buea Regional Hospital,ORS,2024-10-31,281,647,0
Buea Regional Hospital,ORS,2024-11-30,205,366,0
Buea Regional Hospital,ORS,2024-12-31,213,1578,0
Buea Regional Hospital,Metformin,2023-01-31,125,2176,0
Buea Regional Hospital,Metformin,2023-02-28,372,2051,0
Buea Regional Hospital,Metformin,2023-03-31,227,1679,0
Buea Regional Hospital,Metformin,2023-04-30,208,1452,0
Buea Regional Hospital,Metformin,2023-05-31,307,1244,0
Buea Regional Hospital,Metformin,2023-06-30,146,937,0
Buea Regional Hospital,Metformin,2023-07-31,175,790,0
Buea Regional Hospital,Metformin,2023-08-31,242,616,0
Buea Regional Hospital,Metformin,2023-09-30,318,374,0
Buea Regional Hospital,Metformin,2023-10-31,276,0,1
Buea Regional Hospital,Metformin,2023-11-30,256,751,0
Buea Regional Hospital,Metformin,2023-12-31,242,153,0
Buea Regional Hospital,Metformin,2024-01-31,268,0,1
Buea Regional Hospital,Metformin,2024-02-29,252,0,1
Buea Regional Hospital,Metformin,2024-03-31,154,0,1
Buea Regional Hospital,Metformin,2024-04-30,240,0,1
Buea Regional Hospital,Metformin,2024-05-31,150,0,1
Buea Regional Hospital,Metformin,2024-06-30,243,0,1
Buea Regional Hospital,Metformin,2024-07-31,198,548,0
Buea Regional Hospital,Metformin,2024-08-31,439,350,0
Buea Regional Hospital,Metformin,2024-09-30,233,1410,0
Buea Regional Hospital,Metformin,2024-10-31,124,459,0
Buea Regional Hospital,Metformin,2024-11-30,225,336,0
Buea Regional Hospital,Metformin,2024-12-31,278,110,0
Buea Regional Hospital,Atenolol,2023-01-31,546,1623,0
Buea Regional Hospital,Atenolol,2023-02-28,539,1077,0
Buea Regional Hospital,Atenolol,2023-03-31,615,538,0
Buea Regional Hospital,Atenolol,2023-04-30,582,0,1
Buea Regional Hospital,Atenolol,2023-05-31,738,0,1
Buea Regional Hospital,Atenolol,2023-06-30,488,0,1
Buea Regional Hospital,Atenolol,2023-07-31,597,0,1
Buea Regional Hospital,Atenolol,2023-08-31,513,0,1
Buea Regional Hospital,Atenolol,2023-09-30,486,0,1
Buea Regional Hospital,Atenolol,2023-10-31,555,0,1
Buea Regional Hospital,Atenolol,2023-11-30,567,0,1
Buea Regional Hospital,Atenolol,2023-12-31,789,0,1
Buea Regional Hospital,Atenolol,2024-01-31,541,0,1
Buea Regional Hospital,Atenolol,2024-02-29,465,0,1
Buea Regional Hospital,Atenolol,2024-03-31,578,0,1
Buea Regional Hospital,Atenolol,2024-04-30,390,0,1
Buea Regional Hospital,Atenolol,2024-05-31,548,437,0
Buea Regional Hospital,Atenolol,2024-06-30,557,0,1
Buea Regional Hospital,Atenolol,2024-07-31,619,0,1
Buea Regional Hospital,Atenolol,2024-08-31,634,0,1
Buea Regional Hospital,Atenolol,2024-09-30,515,83,0
Buea Regional Hospital,Atenolol,2024-10-31,544,0,1
Buea Regional Hospital,Atenolol,2024-11-30,494,0,1
Buea Regional Hospital,Atenolol,2024-12-31,465,138,0
Buea Regional Hospital,Salbutamol,2023-01-31,128,2235,0
Buea Regional Hospital,Salbutamol,2023-02-28,247,2106,0
Buea Regional Hospital,Salbutamol,2023-03-31,198,1859,0
Buea Regional Hospital,Salbutamol,2023-04-30,80,1661,0
Buea Regional Hospital,Salbutamol,2023-05-31,150,1581,0
Buea Regional Hospital,Salbutamol,2023-06-30,223,1431,0
Buea Regional Hospital,Salbutamol,2023-07-31,163,1208,0
Buea Regional Hospital,Salbutamol,2023-08-31,80,1045,0
Buea Regional Hospital,Salbutamol,2023-09-30,301,965,0
Buea Regional Hospital,Salbutamol,2023-10-31,209,663,0
Buea Regional Hospital,Salbutamol,2023-11-30,231,454,0
Buea Regional Hospital,Salbutamol,2023-12-31,158,251,0
Buea Regional Hospital,Salbutamol,2024-01-31,238,93,0
Buea Regional Hospital,Salbutamol,2024-02-29,343,576,0
Buea Regional Hospital,Salbutamol,2024-03-31,137,233,0
Buea Regional Hospital,Salbutamol,2024-04-30,329,1368,0
Buea Regional Hospital,Salbutamol,2024-05-31,228,1039,0
Buea Regional Hospital,Salbutamol,2024-06-30,126,811,0
Buea Regional Hospital,Salbutamol,2024-07-31,373,685,0
Buea Regional Hospital,Salbutamol,2024-08-31,227,312,0
Buea Regional Hospital,Salbutamol,2024-09-30,250,996,0
Buea Regional Hospital,Salbutamol,2024-10-31,174,746,0
Buea Regional Hospital,Salbutamol,2024-11-30,132,572,0
Buea Regional Hospital,Salbutamol,2024-12-31,209,74,0
Buea Regional Hospital,Ceftriaxone,2023-01-31,464,3081,0
Buea Regional Hospital,Ceftriaxone,2023-02-28,306,2617,0
Buea Regional Hospital,Ceftriaxone,2023-03-31,604,2311,0
Buea Regional Hospital,Ceftriaxone,2023-04-30,465,1707,0
Buea Regional Hospital,Ceftriaxone,2023-05-31,476,1241,0
Buea Regional Hospital,Ceftriaxone,2023-06-30,405,349,0
Buea Regional Hospital,Ceftriaxone,2023-07-31,524,0,1
Buea Regional Hospital,Ceftriaxone,2023-08-31,348,0,1
Buea Regional Hospital,Ceftriaxone,2023-09-30,484,0,1
Buea Regional Hospital,Ceftriaxone,2023-10-31,269,861,0
Buea Regional Hospital,Ceftriaxone,2023-11-30,489,592,0
Buea Regional Hospital,Ceftriaxone,2023-12-31,349,1006,0
Buea Regional Hospital,Ceftriaxone,2024-01-31,457,0,1
Buea Regional Hospital,Ceftriaxone,2024-02-29,544,983,0
Buea Regional Hospital,Ceftriaxone,2024-03-31,501,439,0
Buea Regional Hospital,Ceftriaxone,2024-04-30,533,0,1
Buea Regional Hospital,Ceftriaxone,2024-05-31,525,281,0
Buea Regional Hospital,Ceftriaxone,2024-06-30,393,458,0
Buea Regional Hospital,Ceftriaxone,2024-07-31,483,65,0
Buea Regional Hospital,Ceftriaxone,2024-08-31,297,0,1
Buea Regional Hospital,Ceftriaxone,2024-09-30,380,1196,0
Buea Regional Hospital,Ceftriaxone,2024-10-31,547,816,0
Buea Regional Hospital,Ceftriaxone,2024-11-30,404,269,0
Buea Regional Hospital,Ceftriaxone,2024-12-31,286,466,0
Limbe District Hospital,Amoxicillin,2023-01-31,373,2117,0
Limbe District Hospital,Amoxicillin,2023-02-28,448,1744,0
Limbe District Hospital,Amoxicillin,2023-03-31,291,1296,0
Limbe District Hospital,Amoxicillin,2023-04-30,312,1005,0
Limbe District Hospital,Amoxicillin,2023-05-31,311,693,0
Limbe District Hospital,Amoxicillin,2023-06-30,288,382,0
Limbe District Hospital,Amoxicillin,2023-07-31,325,229,0
Limbe District Hospital,Amoxicillin,2023-08-31,414,0,1
Limbe District Hospital,Amoxicillin,2023-09-30,268,0,1
Limbe District Hospital,Amoxicillin,2023-10-31,387,0,1
Limbe District Hospital,Amoxicillin,2023-11-30,216,910,0
Limbe District Hospital,Amoxicillin,2023-12-31,307,387,0
Limbe District Hospital,Amoxicillin,2024-01-31,326,80,0
Limbe District Hospital,Amoxicillin,2024-02-29,486,1193,0
Limbe District Hospital,Amoxicillin,2024-03-31,330,707,0
Limbe District Hospital,Amoxicillin,2024-04-30,176,377,0
Limbe District Hospital,Amoxicillin,2024-05-31,192,201,0
Limbe District Hospital,Amoxicillin,2024-06-30,355,8,1
Limbe District Hospital,Amoxicillin,2024-07-31,401,0,1
Limbe District Hospital,Amoxicillin,2024-08-31,382,807,0
Limbe District Hospital,Amoxicillin,2024-09-30,366,425,0
Limbe District Hospital,Amoxicillin,2024-10-31,445,1119,0
Limbe District Hospital,Amoxicillin,2024-11-30,309,674,0
Limbe District Hospital,Amoxicillin,2024-12-31,424,365,0
Limbe District Hospital,ACTs,2023-01-31,329,1644,0
Limbe District Hospital,ACTs,2023-02-28,99,1315,0
Limbe District Hospital,ACTs,2023-03-31,114,1216,0
Limbe District Hospital,ACTs,2023-04-30,80,1102,0
Limbe District Hospital,ACTs,2023-05-31,164,1022,0
Limbe District Hospital,ACTs,2023-06-30,233,857,0
Limbe District Hospital,ACTs,2023-07-31,229,624,0
Limbe District Hospital,ACTs,2023-08-31,232,395,0
Limbe District Hospital,ACTs,2023-09-30,108,163,0
Limbe District Hospital,ACTs,2023-10-31,285,55,0
Limbe District Hospital,ACTs,2023-11-30,240,0,1
Limbe District Hospital,ACTs,2023-12-31,279,0,1
Limbe District Hospital,ACTs,2024-01-31,80,0,1
Limbe District Hospital,ACTs,2024-02-29,245,0,1
Limbe District Hospital,ACTs,2024-03-31,125,643,0
Limbe District Hospital,ACTs,2024-04-30,189,517,0
Limbe District Hospital,ACTs,2024-05-31,263,329,0
Limbe District Hospital,ACTs,2024-06-30,228,1244,0
Limbe District Hospital,ACTs,2024-07-31,152,1017,0
Limbe District Hospital,ACTs,2024-08-31,221,449,0
Limbe District Hospital,ACTs,2024-09-30,98,228,0
Limbe District Hospital,ACTs,2024-10-31,312,130,0
Limbe District Hospital,ACTs,2024-11-30,204,611,0
Limbe District Hospital,ACTs,2024-12-31,310,407,0
Limbe District Hospital,Paracetamol,2023-01-31,288,2748,0
Limbe District Hospital,Paracetamol,2023-02-28,210,1877,0
Limbe District Hospital,Paracetamol,2023-03-31,120,1667,0
Limbe District Hospital,Paracetamol,2023-04-30,369,1547,0
Limbe District Hospital,Paracetamol,2023-05-31,253,1178,0
Limbe District Hospital,Paracetamol,2023-06-30,115,924,0
Limbe District Hospital,Paracetamol,2023-07-31,192,133,0
Limbe District Hospital,Paracetamol,2023-08-31,237,1278,0
Limbe District Hospital,Paracetamol,2023-09-30,364,1041,0
Limbe District Hospital,Paracetamol,2023-10-31,139,677,0
Limbe District Hospital,Paracetamol,2023-11-30,306,538,0
Limbe District Hospital,Paracetamol,2023-12-31,340,232,0
Limbe District Hospital,Paracetamol,2024-01-31,177,0,1
Limbe District Hospital,Paracetamol,2024-02-29,206,0,1
Limbe District Hospital,Paracetamol,2024-03-31,145,1153,0
Limbe District Hospital,Paracetamol,2024-04-30,211,1008,0
Limbe District Hospital,Paracetamol,2024-05-31,225,796,0
Limbe District Hospital,Paracetamol,2024-06-30,281,572,0
Limbe District Hospital,Paracetamol,2024-07-31,315,291,0
Limbe District Hospital,Paracetamol,2024-08-31,168,0,1
Limbe District Hospital,Paracetamol,2024-09-30,80,0,1
Limbe District Hospital,Paracetamol,2024-10-31,226,0,1
Limbe District Hospital,Paracetamol,2024-11-30,251,0,1
Limbe District Hospital,Paracetamol,2024-12-31,248,0,1
Limbe District Hospital,ORS,2023-01-31,479,3191,0
Limbe District Hospital,ORS,2023-02-28,388,2712,0
Limbe District Hospital,ORS,2023-03-31,432,1846,0
Limbe District Hospital,ORS,2023-04-30,521,1414,0
Limbe District Hospital,ORS,2023-05-31,466,893,0
Limbe District Hospital,ORS,2023-06-30,466,427,0
Limbe District Hospital,ORS,2023-07-31,673,0,1
Limbe District Hospital,ORS,2023-08-31,598,0,1
Limbe District Hospital,ORS,2023-09-30,509,0,1
Limbe District Hospital,ORS,2023-10-31,583,0,1
Limbe District Hospital,ORS,2023-11-30,496,0,1
Limbe District Hospital,ORS,2023-12-31,538,0,1
Limbe District Hospital,ORS,2024-01-31,564,466,0
Limbe District Hospital,ORS,2024-02-29,496,0,1
Limbe District Hospital,ORS,2024-03-31,474,0,1
Limbe District Hospital,ORS,2024-04-30,627,965,0
Limbe District Hospital,ORS,2024-05-31,578,338,0
Limbe District Hospital,ORS,2024-06-30,349,544,0
Limbe District Hospital,ORS,2024-07-31,476,196,0
Limbe District Hospital,ORS,2024-08-31,467,0,1
Limbe District Hospital,ORS,2024-09-30,479,0,1
Limbe District Hospital,ORS,2024-10-31,598,0,1
Limbe District Hospital,ORS,2024-11-30,531,0,1
Limbe District Hospital,ORS,2024-12-31,418,0,1
Limbe District Hospital,Metformin,2023-01-31,471,1913,0
Limbe District Hospital,Metformin,2023-02-28,439,1096,0
Limbe District Hospital,Metformin,2023-03-31,406,657,0
Limbe District Hospital,Metformin,2023-04-30,304,1172,0
Limbe District Hospital,Metformin,2023-05-31,384,867,0
Limbe District Hospital,Metformin,2023-06-30,341,484,0
Limbe District Hospital,Metformin,2023-07-31,357,0,1
Limbe District Hospital,Metformin,2023-08-31,354,0,1
Limbe District Hospital,Metformin,2023-09-30,306,306,0
Limbe District Hospital,Metformin,2023-10-31,228,0,1
Limbe District Hospital,Metformin,2023-11-30,331,0,1
Limbe District Hospital,Metformin,2023-12-31,400,0,1
Limbe District Hospital,Metformin,2024-01-31,276,0,1
Limbe District Hospital,Metformin,2024-02-29,385,0,1
Limbe District Hospital,Metformin,2024-03-31,536,0,1
Limbe District Hospital,Metformin,2024-04-30,466,545,0
Limbe District Hospital,Metformin,2024-05-31,516,79,0
Limbe District Hospital,Metformin,2024-06-30,415,413,0
Limbe District Hospital,Metformin,2024-07-31,478,0,1
Limbe District Hospital,Metformin,2024-08-31,326,0,1
Limbe District Hospital,Metformin,2024-09-30,333,712,0
Limbe District Hospital,Metformin,2024-10-31,165,379,0
Limbe District Hospital,Metformin,2024-11-30,479,214,0
Limbe District Hospital,Metformin,2024-12-31,507,1186,0
Limbe District Hospital,Atenolol,2023-01-31,150,1804,0
Limbe District Hospital,Atenolol,2023-02-28,279,1653,0
Limbe District Hospital,Atenolol,2023-03-31,222,1374,0
Limbe District Hospital,Atenolol,2023-04-30,234,1153,0
Limbe District Hospital,Atenolol,2023-05-31,147,919,0
Limbe District Hospital,Atenolol,2023-06-30,266,772,0
Limbe District Hospital,Atenolol,2023-07-31,376,0,1
Limbe District Hospital,Atenolol,2023-08-31,129,675,0
Limbe District Hospital,Atenolol,2023-09-30,182,546,0
Limbe District Hospital,Atenolol,2023-10-31,228,363,0
Limbe District Hospital,Atenolol,2023-11-30,273,135,0
Limbe District Hospital,Atenolol,2023-12-31,165,0,1
Limbe District Hospital,Atenolol,2024-01-31,80,0,1
Limbe District Hospital,Atenolol,2024-02-29,318,0,1
Limbe District Hospital,Atenolol,2024-03-31,270,0,1
Limbe District Hospital,Atenolol,2024-04-30,80,1061,0
Limbe District Hospital,Atenolol,2024-05-31,161,981,0
Limbe District Hospital,Atenolol,2024-06-30,335,820,0
Limbe District Hospital,Atenolol,2024-07-31,325,485,0
Limbe District Hospital,Atenolol,2024-08-31,285,159,0
Limbe District Hospital,Atenolol,2024-09-30,196,941,0
Limbe District Hospital,Atenolol,2024-10-31,216,746,0
Limbe District Hospital,Atenolol,2024-11-30,199,529,0
Limbe District Hospital,Atenolol,2024-12-31,300,330,0
Limbe District Hospital,Salbutamol,2023-01-31,126,3198,0
Limbe District Hospital,Salbutamol,2023-02-28,154,3072,0
Limbe District Hospital,Salbutamol,2023-03-31,247,2918,0
Limbe District Hospital,Salbutamol,2023-04-30,378,2671,0
Limbe District Hospital,Salbutamol,2023-05-31,221,2293,0
Limbe District Hospital,Salbutamol,2023-06-30,203,2072,0
Limbe District Hospital,Salbutamol,2023-07-31,169,1869,0
Limbe District Hospital,Salbutamol,2023-08-31,266,1700,0
Limbe District Hospital,Salbutamol,2023-09-30,358,800,0
Limbe District Hospital,Salbutamol,2023-10-31,424,441,0
Limbe District Hospital,Salbutamol,2023-11-30,287,18,1
Limbe District Hospital,Salbutamol,2023-12-31,275,0,1
Limbe District Hospital,Salbutamol,2024-01-31,220,0,1
Limbe District Hospital,Salbutamol,2024-02-29,234,0,1
Limbe District Hospital,Salbutamol,2024-03-31,314,0,1
Limbe District Hospital,Salbutamol,2024-04-30,239,457,0
Limbe District Hospital,Salbutamol,2024-05-31,251,1544,0
Limbe District Hospital,Salbutamol,2024-06-30,262,898,0
Limbe District Hospital,Salbutamol,2024-07-31,216,636,0
Limbe District Hospital,Salbutamol,2024-08-31,258,419,0
Limbe District Hospital,Salbutamol,2024-09-30,102,1629,0
Limbe District Hospital,Salbutamol,2024-10-31,308,1527,0
Limbe District Hospital,Salbutamol,2024-11-30,452,704,0
Limbe District Hospital,Salbutamol,2024-12-31,220,937,0
Limbe District Hospital,Ceftriaxone,2023-01-31,595,3476,0
Limbe District Hospital,Ceftriaxone,2023-02-28,647,2253,0
Limbe District Hospital,Ceftriaxone,2023-03-31,392,1606,0
Limbe District Hospital,Ceftriaxone,2023-04-30,533,1214,0
Limbe District Hospital,Ceftriaxone,2023-05-31,738,681,0
Limbe District Hospital,Ceftriaxone,2023-06-30,514,0,1
Limbe District Hospital,Ceftriaxone,2023-07-31,501,261,0
Limbe District Hospital,Ceftriaxone,2023-08-31,487,0,1
Limbe District Hospital,Ceftriaxone,2023-09-30,530,0,1
Limbe District Hospital,Ceftriaxone,2023-10-31,552,0,1
Limbe District Hospital,Ceftriaxone,2023-11-30,392,0,1
Limbe District Hospital,Ceftriaxone,2023-12-31,489,253,0
Limbe District Hospital,Ceftriaxone,2024-01-31,310,0,1
Limbe District Hospital,Ceftriaxone,2024-02-29,475,0,1
Limbe District Hospital,Ceftriaxone,2024-03-31,419,0,1
Limbe District Hospital,Ceftriaxone,2024-04-30,518,0,1
Limbe District Hospital,Ceftriaxone,2024-05-31,359,0,1
Limbe District Hospital,Ceftriaxone,2024-06-30,450,0,1
Limbe District Hospital,Ceftriaxone,2024-07-31,569,188,0
Limbe District Hospital,Ceftriaxone,2024-08-31,437,0,1
Limbe District Hospital,Ceftriaxone,2024-09-30,339,0,1
Limbe District Hospital,Ceftriaxone,2024-10-31,512,0,1
Limbe District Hospital,Ceftriaxone,2024-11-30,444,0,1
Limbe District Hospital,Ceftriaxone,2024-12-31,476,0,1
Kumba District Hospital,Amoxicillin,2023-01-31,388,1257,0
Kumba District Hospital,Amoxicillin,2023-02-28,489,869,0
Kumba District Hospital,Amoxicillin,2023-03-31,383,380,0
Kumba District Hospital,Amoxicillin,2023-04-30,206,743,0
Kumba District Hospital,Amoxicillin,2023-05-31,290,537,0
Kumba District Hospital,Amoxicillin,2023-06-30,420,906,0
Kumba District Hospital,Amoxicillin,2023-07-31,417,487,0
Kumba District Hospital,Amoxicillin,2023-08-31,447,70,0
Kumba District Hospital,Amoxicillin,2023-09-30,331,825,0
Kumba District Hospital,Amoxicillin,2023-10-31,414,495,0
Kumba District Hospital,Amoxicillin,2023-11-30,318,81,0
Kumba District Hospital,Amoxicillin,2023-12-31,414,0,1
Kumba District Hospital,Amoxicillin,2024-01-31,398,0,1
Kumba District Hospital,Amoxicillin,2024-02-29,328,0,1
Kumba District Hospital,Amoxicillin,2024-03-31,518,350,0
Kumba District Hospital,Amoxicillin,2024-04-30,257,1053,0
Kumba District Hospital,Amoxicillin,2024-05-31,382,796,0
Kumba District Hospital,Amoxicillin,2024-06-30,326,414,0
Kumba District Hospital,Amoxicillin,2024-07-31,540,88,0
Kumba District Hospital,Amoxicillin,2024-08-31,441,746,0
Kumba District Hospital,Amoxicillin,2024-09-30,341,304,0
Kumba District Hospital,Amoxicillin,2024-10-31,371,0,1
Kumba District Hospital,Amoxicillin,2024-11-30,542,250,0
Kumba District Hospital,Amoxicillin,2024-12-31,318,512,0
Kumba District Hospital,ACTs,2023-01-31,303,2697,0
Kumba District Hospital,ACTs,2023-02-28,204,2394,0
Kumba District Hospital,ACTs,2023-03-31,167,2190,0
Kumba District Hospital,ACTs,2023-04-30,374,2023,0
Kumba District Hospital,ACTs,2023-05-31,315,914,0
Kumba District Hospital,ACTs,2023-06-30,417,599,0
Kumba District Hospital,ACTs,2023-07-31,339,182,0
Kumba District Hospital,ACTs,2023-08-31,174,1227,0
Kumba District Hospital,ACTs,2023-09-30,284,1053,0
Kumba District Hospital,ACTs,2023-10-31,195,769,0
Kumba District Hospital,ACTs,2023-11-30,144,575,0
Kumba District Hospital,ACTs,2023-12-31,240,431,0
Kumba District Hospital,ACTs,2024-01-31,354,191,0
Kumba District Hospital,ACTs,2024-02-29,298,0,1
Kumba District Hospital,ACTs,2024-03-31,165,0,1
Kumba District Hospital,ACTs,2024-04-30,237,793,0
Kumba District Hospital,ACTs,2024-05-31,264,556,0
Kumba District Hospital,ACTs,2024-06-30,141,291,0
Kumba District Hospital,ACTs,2024-07-31,333,0,1
Kumba District Hospital,ACTs,2024-08-31,258,0,1
Kumba District Hospital,ACTs,2024-09-30,165,0,1
Kumba District Hospital,ACTs,2024-10-31,160,937,0
Kumba District Hospital,ACTs,2024-11-30,364,777,0
Kumba District Hospital,ACTs,2024-12-31,245,413,0
Kumba District Hospital,Paracetamol,2023-01-31,351,1641,0
Kumba District Hospital,Paracetamol,2023-02-28,310,695,0
Kumba District Hospital,Paracetamol,2023-03-31,392,384,0
Kumba District Hospital,Paracetamol,2023-04-30,329,1294,0
Kumba District Hospital,Paracetamol,2023-05-31,220,965,0
Kumba District Hospital,Paracetamol,2023-06-30,233,745,0
Kumba District Hospital,Paracetamol,2023-07-31,305,512,0
Kumba District Hospital,Paracetamol,2023-08-31,112,206,0
Kumba District Hospital,Paracetamol,2023-09-30,431,94,0
Kumba District Hospital,Paracetamol,2023-10-31,332,0,1
Kumba District Hospital,Paracetamol,2023-11-30,395,0,1
Kumba District Hospital,Paracetamol,2023-12-31,171,0,1
Kumba District Hospital,Paracetamol,2024-01-31,397,0,1
Kumba District Hospital,Paracetamol,2024-02-29,476,0,1
Kumba District Hospital,Paracetamol,2024-03-31,191,0,1
Kumba District Hospital,Paracetamol,2024-04-30,359,1147,0
Kumba District Hospital,Paracetamol,2024-05-31,297,305,0
Kumba District Hospital,Paracetamol,2024-06-30,174,1279,0
Kumba District Hospital,Paracetamol,2024-07-31,337,721,0
Kumba District Hospital,Paracetamol,2024-08-31,364,385,0
Kumba District Hospital,Paracetamol,2024-09-30,249,21,1
Kumba District Hospital,Paracetamol,2024-10-31,390,0,1
Kumba District Hospital,Paracetamol,2024-11-30,164,318,0
Kumba District Hospital,Paracetamol,2024-12-31,178,154,0
Kumba District Hospital,ORS,2023-01-31,351,2788,0
Kumba District Hospital,ORS,2023-02-28,478,2437,0
Kumba District Hospital,ORS,2023-03-31,378,1960,0
Kumba District Hospital,ORS,2023-04-30,398,1582,0
Kumba District Hospital,ORS,2023-05-31,413,1184,0
Kumba District Hospital,ORS,2023-06-30,240,771,0
Kumba District Hospital,ORS,2023-07-31,362,531,0
Kumba District Hospital,ORS,2023-08-31,239,169,0
Kumba District Hospital,ORS,2023-09-30,315,0,1
Kumba District Hospital,ORS,2023-10-31,389,579,0
Kumba District Hospital,ORS,2023-11-30,256,811,0
Kumba District Hospital,ORS,2023-12-31,383,556,0
Kumba District Hospital,ORS,2024-01-31,218,173,0
Kumba District Hospital,ORS,2024-02-29,429,1175,0
Kumba District Hospital,ORS,2024-03-31,285,746,0
Kumba District Hospital,ORS,2024-04-30,256,461,0
Kumba District Hospital,ORS,2024-05-31,223,205,0
Kumba District Hospital,ORS,2024-06-30,292,940,0
Kumba District Hospital,ORS,2024-07-31,185,648,0
Kumba District Hospital,ORS,2024-08-31,294,463,0
Kumba District Hospital,ORS,2024-09-30,426,169,0
Kumba District Hospital,ORS,2024-10-31,323,0,1
Kumba District Hospital,ORS,2024-11-30,244,0,1
Kumba District Hospital,ORS,2024-12-31,356,0,1
Kumba District Hospital,Metformin,2023-01-31,385,2153,0
Kumba District Hospital,Metformin,2023-02-28,356,1768,0
Kumba District Hospital,Metformin,2023-03-31,246,1412,0
Kumba District Hospital,Metformin,2023-04-30,343,1166,0
Kumba District Hospital,Metformin,2023-05-31,302,823,0
Kumba District Hospital,Metformin,2023-06-30,395,521,0
Kumba District Hospital,Metformin,2023-07-31,281,126,0
Kumba District Hospital,Metformin,2023-08-31,357,0,1
Kumba District Hospital,Metformin,2023-09-30,486,0,1
Kumba District Hospital,Metformin,2023-10-31,323,444,0
Kumba District Hospital,Metformin,2023-11-30,279,121,0
Kumba District Hospital,Metformin,2023-12-31,333,495,0
Kumba District Hospital,Metformin,2024-01-31,246,163,0
Kumba District Hospital,Metformin,2024-02-29,466,0,1
Kumba District Hospital,Metformin,2024-03-31,289,0,1
Kumba District Hospital,Metformin,2024-04-30,253,693,0
Kumba District Hospital,Metformin,2024-05-31,208,440,0
Kumba District Hospital,Metformin,2024-06-30,363,232,0
Kumba District Hospital,Metformin,2024-07-31,344,1198,0
Kumba District Hospital,Metformin,2024-08-31,235,237,0
Kumba District Hospital,Metformin,2024-09-30,321,2,1
Kumba District Hospital,Metformin,2024-10-31,154,342,0
Kumba District Hospital,Metformin,2024-11-30,290,188,0
Kumba District Hospital,Metformin,2024-12-31,311,1165,0
Kumba District Hospital,Atenolol,2023-01-31,210,1259,0
Kumba District Hospital,Atenolol,2023-02-28,322,1049,0
Kumba District Hospital,Atenolol,2023-03-31,225,727,0
Kumba District Hospital,Atenolol,2023-04-30,317,502,0
Kumba District Hospital,Atenolol,2023-05-31,163,185,0
Kumba District Hospital,Atenolol,2023-06-30,250,732,0
Kumba District Hospital,Atenolol,2023-07-31,218,482,0
Kumba District Hospital,Atenolol,2023-08-31,357,263,0
Kumba District Hospital,Atenolol,2023-09-30,323,0,1
